,Age,Gender,Race,Offenses Severity,Arrest Time of Day,Arrest Hour,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature Range,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
137,35.0,M,W,M,Late Morning (9am-12pm),9,Wednesday,10,August,2016,80s,86.24,Humid,"Liberty Brg RAMP & Liberty BRDG Pittsburgh, PA 15219",0.0,0.0,Bluff,2
138,38.0,M,B,M,Early Afternoon (1-4pm),13,Wednesday,10,August,2016,80s,86.24,Humid,"1100 Block Sutherland ST Pittsburgh, PA 15204",40.45436519,-80.06171844,Sheraden,6
139,48.0,M,B,F,Early Evening (5-8pm),17,Wednesday,10,August,2016,80s,86.24,Humid,"OHIO TWP OHIO TWP,  ",0.0,0.0,Outside County,OSC
140,29.0,M,B,F,Early Evening (5-8pm),17,Wednesday,10,August,2016,80s,86.24,Humid,"OHIO TWP OHIO TWP,  ",0.0,0.0,Outside County,OSC
141,26.0,M,B,M,Evening (9-12am),23,Wednesday,10,August,2016,80s,86.24,Humid,"Henderson ST & Sandusky CT Pittsburgh, PA 15212",40.45922713,-80.00562369,Fineview,1
142,51.0,F,W,M,Evening (9-12am),23,Wednesday,10,August,2016,80s,86.24,Humid,"10 Block Jacksonia ST Pittsburgh, PA 15212",40.45822813,-80.00805491,Central Northside,1
143,29.0,M,B,F,Early Evening (5-8pm),17,Wednesday,10,August,2016,80s,86.24,Humid,"200 Block Kennedy AV Pittsburgh, PA 15214",40.47425994,-80.01053271,Perry South,1
144,25.0,F,B,M,Early Afternoon (1-4pm),14,Wednesday,10,August,2016,80s,86.24,Humid,"3500 Block California AV Pittsburgh, PA 15212",40.47825349,-80.04027014,Brighton Heights,1
145,79.0,M,B,M,Early Evening (5-8pm),18,Wednesday,10,August,2016,80s,86.24,Humid,"600 Block Pressley ST Pittsburgh, PA 15212",40.45221085,-79.99867635,East Allegheny,1
146,27.0,F,B,M,Early Evening (5-8pm),19,Wednesday,10,August,2016,80s,86.24,Humid,"General Robinson ST & Federal ST Pittsburgh, PA 15212",40.44824568,-80.00425006,North Shore,1
147,30.0,F,B,M,Early Evening (5-8pm),18,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"600 Block Sickles ST Pittsburgh, PA 15221",40.45147202,-79.8824703,East Hills,5
148,21.0,F,B,M,Early Evening (5-8pm),18,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"2300 Block East Hills DR Pittsburgh, PA 15221",40.45656464,-79.87136146,East Hills,5
149,45.0,F,W,M,Morning (4-8am),8,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"40 Block Maytide ST Pittsburgh, PA 15227",40.38445001,-79.97988396,Carrick,3
150,40.0,F,W,M,Morning (4-8am),8,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"Coral ST & S Pacific AV Pittsburgh, PA 15224",40.46393543,-79.94012612,Bloomfield,5
151,27.0,F,B,M,Late Morning (9am-12pm),9,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"Hamilton AV & Zenith WY Pittsburgh, PA 15208",40.45452207,-79.89706097,Homewood South,5
152,49.0,M,B,M,Late Morning (9am-12pm),9,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"4900 Block Morewood AV Pittsburgh, PA 15224",40.444709499999995,-79.94304421,Bloomfield,5
153,35.0,F,W,M,Early Morning (12-3am),2,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"300 Block S Fairmount ST Pittsburgh, PA 15232",40.46125837,-79.93446027,Friendship,5
154,50.0,M,B,M,Early Evening (5-8pm),18,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"1600 Block Sandusky CT Pittsburgh, PA 15212",40.45893258,-80.00544754,Fineview,1
155,18.0,M,B,F,Early Evening (5-8pm),20,Thursday,11,August,2016,80s,86.65,Humid and Mostly Cloudy,"Flowers AV & 2nd AV Pittsburgh, PA 15207",40.40998909,-79.9440772,Hazelwood,4
156,22.0,M,B,M,Early Evening (5-8pm),20,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"3200 Block Faronia ST Pittsburgh, PA 15204",40.45160189,-80.06635734,Sheraden,6
157,44.0,M,B,M,Early Morning (12-3am),2,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"4700 Block Baum BL Pittsburgh, PA 15213",40.45399637,-79.95016379,Bloomfield,5
158,24.0,M,W,M,Early Evening (5-8pm),18,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
159,54.0,F,B,M,Early Evening (5-8pm),19,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"5th AV & Graeme ST Pittsburgh, PA 15222",40.44152984,-80.00249374,Golden Triangle/Civic Arena,2
160,20.0,M,W,M,Early Evening (5-8pm),18,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
161,25.0,M,B,F,Morning (4-8am),6,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"200 Block Hammond ST Pittsburgh, PA 15204",40.45677171,-80.04851498,Sheraden,6
162,37.0,F,W,F,Early Evening (5-8pm),17,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"4000 Block Butler ST Pittsburgh, PA 15201",40.46869308,-79.96167739,Central Lawrenceville,2
163,33.0,F,B,M,Morning (4-8am),5,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"1100 Block Mellon ST Pittsburgh, PA 15206",40.47481474,-79.92259729,Highland Park,5
164,18.0,M,B,F,Early Evening (5-8pm),20,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"Lakewood ST & Navajo WY MONROEVILLE, PA ",0.0,0.0,Outside City,OSC
165,38.0,M,W,M,Evening (9-12am),23,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"90 Block Wyoming ST Pittsburgh, PA 15211",40.42773291,-80.00659199,Mount Washington,3
166,39.0,F,W,F,Early Evening (5-8pm),18,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"200 Block Bascom ST Pittsburgh, PA 15214",40.4947339,-80.02585605,Perry North,1
167,53.0,M,B,M,Late Morning (9am-12pm),12,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"Brushton AV & Hamilton AV Pittsburgh, PA 15221",40.45272535,-79.88919046,Homewood South,5
168,30.0,M,W,M,Early Evening (5-8pm),17,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"700 Block Lorenz AV Pittsburgh, PA 15220",40.44511005,-80.03924654,Elliott,6
169,57.0,M,B,M,Early Morning (12-3am),1,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"900 Block James ST Pittsburgh, PA 15212",40.45510904,-80.00105909999999,East Allegheny,1
170,39.0,M,W,M,Early Morning (12-3am),3,Friday,12,August,2016,80s,85.38,Humid and Mostly Cloudy,"2200 Block Lutz AV Pittsburgh, PA 15210",40.3913222,-79.98542216,Carrick,3
171,27.0,M,W,F,Early Afternoon (1-4pm),15,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"1000 Block Lessing ST Pittsburgh, PA 15205",40.44391784,-80.04968579,Crafton Heights,6
172,32.0,M,W,M,Early Evening (5-8pm),17,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"Bedford AV & Herron AV Pittsburgh, PA 15219",40.45288317,-79.96492490000001,Middle Hill,2
173,36.0,M,B,M,Early Evening (5-8pm),19,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"Smithfield ST & Blvd Of The Allies Pittsburgh, PA 15222",40.43777805,-80.0001799,Golden Triangle/Civic Arena,2
174,56.0,F,W,M,Early Afternoon (1-4pm),13,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"2400 Block N Meadowcroft AV Pittsburgh, PA 15216",40.40274515,-80.04769267,Banksville,6
175,58.0,M,W,M,Early Afternoon (1-4pm),16,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"300 Block Forbes AV Pittsburgh, PA 15222",40.440020200000006,-80.00080542,Golden Triangle/Civic Arena,2
176,27.0,M,W,F,Early Afternoon (1-4pm),15,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"1300 Block E Carson ST Pittsburgh, PA 15203",40.42860697,-79.98517511,South Side Flats,3
177,23.0,M,B,M,Early Morning (12-3am),1,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"2200 Block Park Hill DR Pittsburgh, PA 15221",40.45365574,-79.8739828,East Hills,5
178,28.0,M,W,M,Early Morning (12-3am),2,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"1200 Block E Carson ST Pittsburgh, PA 15203",40.42869554,-79.98638716,South Side Flats,3
179,21.0,F,W,M,Early Morning (12-3am),1,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"200 Block Robinson ST Pittsburgh, PA 15213",40.44047972,-79.96533382,West Oakland,4
180,58.0,M,B,M,Early Evening (5-8pm),17,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"Bedford AV & Herron AV Pittsburgh, PA 15219",40.45288317,-79.96492490000001,Middle Hill,2
181,20.0,M,B,M,Morning (4-8am),8,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"Penn AV & Stanwix ST Pittsburgh, PA 15222",40.44221287,-80.00411405,Golden Triangle/Civic Arena,2
182,21.0,M,W,M,Early Morning (12-3am),2,Saturday,13,August,2016,80s,86.77,Humid and Mostly Cloudy,"900 Block Liberty AV Pittsburgh, PA 15222",40.44288811,-79.99793652,Golden Triangle/Civic Arena,2
183,45.0,M,W,F,Early Afternoon (1-4pm),15,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
184,19.0,M,B,M,Early Morning (12-3am),2,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"1000 Block Western AV NEW KENSINGTON, PA 15068",40.58621354,-79.73003325,Outside County,OSC
185,46.0,M,W,M,Early Morning (12-3am),2,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"45th ST & Davison ST Pittsburgh, PA 15201",40.47060476,-79.95714317,Central Lawrenceville,2
186,24.0,M,B,F,Early Morning (12-3am),2,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"1000 Block Western AV NEW KENSINGTON, PA 15068",40.58621354,-79.73003325,Outside County,OSC
187,51.0,F,B,F,Early Afternoon (1-4pm),14,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"1700 Block Penn  (Robert Wholey) AV Pittsburgh, PA 15222",40.44965679,-79.98568935,Golden Triangle/Civic Arena,2
188,25.0,M,B,M,Early Afternoon (1-4pm),16,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"5300 Block Kincaid ST Pittsburgh, PA 15224",40.46654046,-79.93801052,Garfield,5
189,30.0,F,B,F,Early Afternoon (1-4pm),16,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"7000 Block Kelly ST Pittsburgh, PA 15208",40.45654981,-79.90178472,Homewood South,5
190,39.0,M,W,F,Morning (4-8am),5,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"1900 Block Gebhart ST Pittsburgh, PA 15212",40.46876597,-79.98603744,Spring Garden,1
191,43.0,M,B,M,Morning (4-8am),7,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"200 Block Stewart AV Pittsburgh, PA 15227",40.38244964,-79.98268451,Carrick,3
192,48.0,F,W,F,Evening (9-12am),23,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"300 Block N Shore DR Pittsburgh, PA 15233",40.44576994,-80.01179547,Chateau,1
193,46.0,M,W,M,Early Morning (12-3am),2,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"Baum BL & Cypress ST Pittsburgh, PA 15224",40.45593867,-79.94198457,Shadyside,4
194,24.0,F,B,M,Early Morning (12-3am),2,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"1000 Block Western AV NEW KENSINGTON, PA 15068",40.58621354,-79.73003325,Outside County,OSC
195,39.0,M,W,M,Morning (4-8am),5,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"1900 Block Gebhart ST Pittsburgh, PA 15212",40.46876597,-79.98603744,Spring Garden,1
196,0.0,M,W,M,Late Morning (9am-12pm),9,Sunday,14,August,2016,80s,82.09,Humid and Overcast,"1100 Block E Carson ST Pittsburgh, PA 15203",40.42856797,-79.98731788,South Side Flats,3
197,45.0,M,W,F,Early Afternoon (1-4pm),13,Monday,15,August,2016,70s,77.94,Drizzle,"800 Block Hazelwood AV Pittsburgh, PA 15217",40.41969887,-79.92923755,Greenfield,4
198,33.0,F,B,M,Early Afternoon (1-4pm),15,Monday,15,August,2016,70s,77.94,Drizzle,"16th ST & Liberty AV Pittsburgh, PA 15222",40.44822122,-79.98688987,Strip District,2
199,24.0,F,W,M,Evening (9-12am),21,Monday,15,August,2016,70s,77.94,Drizzle,"Liberty BRDG & Forbes AV Pittsburgh, PA 15219",0.0,0.0,Golden Triangle/Civic Arena,2
200,22.0,F,B,M,Late Morning (9am-12pm),11,Monday,15,August,2016,70s,77.94,Drizzle,"2400 Block Charcot ST Pittsburgh, PA 15210",40.41686896,-79.97291755,Arlington,3
201,29.0,M,W,M,Early Evening (5-8pm),17,Monday,15,August,2016,70s,77.94,Drizzle,"900 Block Mina ST Pittsburgh, PA 15212",40.46894945,-79.99918422,Spring Hill-City View,1
202,35.0,M,B,F,Early Afternoon (1-4pm),16,Monday,15,August,2016,70s,77.94,Drizzle,"100 Block Knox AV Pittsburgh, PA 15210",40.41555294,-79.99064494,Knoxville,3
203,22.0,M,B,M,Late Morning (9am-12pm),11,Monday,15,August,2016,70s,77.94,Drizzle,"2400 Block Charcot ST Pittsburgh, PA 15210",40.41686896,-79.97291755,Arlington,3
204,21.0,M,B,M,Early Afternoon (1-4pm),14,Monday,15,August,2016,70s,77.94,Drizzle,"1600 Block Fallowfield AV Pittsburgh, PA 15216",40.41047934,-80.02396567,Beechview,6
205,40.0,F,W,M,Early Evening (5-8pm),18,Monday,15,August,2016,70s,77.94,Drizzle,"20 Block Simms ST Pittsburgh, PA 15211",40.42257352,-80.01332143,Mount Washington,3
206,24.0,M,W,F,Morning (4-8am),8,Monday,15,August,2016,70s,77.94,Drizzle,"300 Block Meyran AV Pittsburgh, PA 15213",40.43894379,-79.95670299,Central Oakland,4
207,24.0,F,B,M,Early Evening (5-8pm),19,Monday,15,August,2016,70s,77.94,Drizzle,"100 Block Tecumseh ST Pittsburgh, PA 15207",40.40861174,-79.94313508,Hazelwood,4
208,48.0,M,B,M,Early Evening (5-8pm),17,Monday,15,August,2016,70s,77.94,Drizzle,N Charles ST,0.0,0.0,Perry South,1
209,29.0,M,W,M,Early Afternoon (1-4pm),13,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"2300 Block Pioneer AV Pittsburgh, PA 15226",40.40003652,-80.02035721,Brookline,6
210,21.0,F,B,M,Early Morning (12-3am),4,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"700 Block S Braddock AV Pittsburgh, PA 15221",40.39895684,-79.83446229,Regent Square,4
211,54.0,M,W,M,Early Evening (5-8pm),20,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"East ST & East Ohio ST Pittsburgh, PA 15212",40.45392477,-79.99783935,East Allegheny,1
212,41.0,M,B,M,Late Morning (9am-12pm),11,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"50 Block S 25th ST Pittsburgh, PA 15203",40.42865113,-79.96969527,South Side Flats,3
213,36.0,F,B,M,Evening (9-12am),21,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"65 RT & McKees Rocks BRDG Pittsburgh, PA 15212",40.47892402,-80.04303594,Marshall-Shadeland,1
214,25.0,M,W,M,Early Afternoon (1-4pm),15,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
215,44.0,F,B,M,Early Evening (5-8pm),19,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"700 Block Sherwood AV Pittsburgh, PA 15204",40.45504481,-80.05607748,Sheraden,6
216,29.0,M,B,F,Early Evening (5-8pm),19,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"900 Block Saw Mill Run BL Pittsburgh, PA 15226",40.42665563,-80.02301213,Bon Air,3
217,35.0,M,B,M,Early Morning (12-3am),2,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"7400 Block Frankstown AV Pittsburgh, PA 15208",40.45632743,-79.8918662,Homewood North,5
218,29.0,M,B,F,Early Morning (12-3am),2,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"700 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47599179,-79.99823793,Northview Heights,1
219,43.0,F,W,F,Early Afternoon (1-4pm),15,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"800 Block Freeport RD Pittsburgh, PA 15215",40.48782354,-79.89761421,Lincoln-Lemington-Belmar,5
220,37.0,F,W,M,Early Afternoon (1-4pm),15,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
221,40.0,F,W,F,Early Afternoon (1-4pm),15,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"800 Block Freeport RD Pittsburgh, PA 15215",40.48782354,-79.89761421,Lincoln-Lemington-Belmar,5
222,23.0,F,B,M,Late Morning (9am-12pm),10,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"200 Block Steuben ST Pittsburgh, PA 15220",40.44150025,-80.03615436,Elliott,6
223,30.0,M,W,F,Evening (9-12am),21,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"400 Block North Shore DR Pittsburgh, PA 15212",40.44626305,-80.01233658,North Shore,1
224,37.0,M,W,M,Early Afternoon (1-4pm),15,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
225,28.0,M,B,M,Late Morning (9am-12pm),10,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"200 Block Steuben ST Pittsburgh, PA 15220",40.44150025,-80.03615436,Elliott,6
226,21.0,F,W,M,Early Afternoon (1-4pm),16,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"1400 Block Boyle ST Pittsburgh, PA 15212",40.45758247,-80.00621065,Central Northside,1
227,52.0,M,B,F,Late Morning (9am-12pm),12,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"Webster AV & Mc Neil PL Pittsburgh, PA 15219",40.45405593,-79.96319041,Upper Hill,2
228,23.0,F,W,F,Early Afternoon (1-4pm),16,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"400 Block S 27th ST Pittsburgh, PA 15203",40.42859109,-79.96544643,South Side Flats,3
229,35.0,M,B,M,Early Evening (5-8pm),19,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"400 Block Brownsville RD Pittsburgh, PA 15210",40.41324466,-79.98912555,Knoxville,3
230,36.0,M,B,F,Evening (9-12am),23,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"800 Block Brushton AV Pittsburgh, PA 15221",40.45461029,-79.88837848,Homewood South,5
231,28.0,M,O,F,Early Afternoon (1-4pm),15,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"2600 Block Winchester DR Pittsburgh, PA 15220",40.41196498,-80.04413795,Banksville,6
232,53.0,M,W,F,Evening (9-12am),21,Tuesday,16,August,2016,80s,84.5,Humid and Partly Cloudy,"400 Block North Shore DR Pittsburgh, PA 15212",40.44626305,-80.01233658,North Shore,1
233,27.0,M,W,M,Evening (9-12am),22,Wednesday,17,August,2016,70s,77.0,Overcast,"900 Block Mina ST Pittsburgh, PA 15212",40.46894945,-79.99918422,Spring Hill-City View,1
234,30.0,F,W,M,Early Evening (5-8pm),18,Wednesday,17,August,2016,70s,77.0,Overcast,"Armstrong TUN & Forbes AV Pittsburgh, PA 15219",0.0,0.0,Bluff,2
235,19.0,F,B,M,Early Afternoon (1-4pm),13,Wednesday,17,August,2016,70s,77.0,Overcast,"50 Block S 16th ST Pittsburgh, PA 15203",40.44901784,-79.98782799,South Side Flats,3
236,50.0,F,B,M,Early Evening (5-8pm),17,Wednesday,17,August,2016,70s,77.0,Overcast,"Middle ST & Knoll ST Pittsburgh, PA 15212",40.45764086,-80.00040315,East Allegheny,1
237,39.0,M,B,M,Early Afternoon (1-4pm),15,Wednesday,17,August,2016,70s,77.0,Overcast,"400 Block Avery ST Pittsburgh, PA 15212",40.45280701,-80.00131232,East Allegheny,1
238,26.0,M,B,F,Early Morning (12-3am),3,Wednesday,17,August,2016,70s,77.0,Overcast,"500 Block Market ST Pittsburgh, PA 15222",40.44137448,-80.00203404,Golden Triangle/Civic Arena,2
239,30.0,F,B,F,Early Afternoon (1-4pm),13,Wednesday,17,August,2016,70s,77.0,Overcast,"5200 Block Centre  (UPMC Shadyside Hospital) AV Pittsburgh, PA 15224",40.45501486,-79.94138011,Shadyside,4
240,25.0,F,B,F,Early Afternoon (1-4pm),14,Wednesday,17,August,2016,70s,77.0,Overcast,"3500 Block California AV Pittsburgh, PA 15212",40.47825349,-80.04027014,Brighton Heights,1
241,31.0,M,W,M,Early Evening (5-8pm),19,Wednesday,17,August,2016,70s,77.0,Overcast,"Marland ST & Grimes AV Pittsburgh, PA 15210",40.41192558,-79.99286701,Knoxville,3
242,57.0,M,B,M,Morning (4-8am),6,Wednesday,17,August,2016,70s,77.0,Overcast,"100 Block 5th AV Pittsburgh, PA 15222",40.44140616,-80.00287326,Golden Triangle/Civic Arena,2
243,31.0,M,B,M,Early Evening (5-8pm),20,Wednesday,17,August,2016,70s,77.0,Overcast,"20 Block Kenwood AV Pittsburgh, PA 15214",40.46937838,-80.00943445,Perry South,1
244,22.0,M,B,M,Morning (4-8am),7,Wednesday,17,August,2016,70s,77.0,Overcast,"Nadir WY & Bennett ST Pittsburgh, PA 15208",40.45658456,-79.89718774,Homewood South,5
245,23.0,F,W,M,Early Evening (5-8pm),19,Wednesday,17,August,2016,70s,77.0,Overcast,"Marland ST & Grimes AV Pittsburgh, PA 15210",40.41192558,-79.99286701,Knoxville,3
246,30.0,M,B,F,Early Morning (12-3am),3,Wednesday,17,August,2016,70s,77.0,Overcast,"700 Block Mellon ST Pittsburgh, PA 15206",40.46938698,-79.92589156,East Liberty,5
247,29.0,M,B,M,Early Evening (5-8pm),18,Wednesday,17,August,2016,70s,77.0,Overcast,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",40.45331224,-80.00169385,Allegheny Center,1
248,44.0,F,B,M,Early Afternoon (1-4pm),14,Wednesday,17,August,2016,70s,77.0,Overcast,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
249,35.0,M,B,M,Early Evening (5-8pm),20,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"700 Block Johnston AV Pittsburgh, PA 15207",40.40578844,-79.93341101,Glen Hazel,4
250,29.0,M,B,F,Early Evening (5-8pm),20,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"700 Block Johnston AV Pittsburgh, PA 15207",40.40578844,-79.93341101,Glen Hazel,4
251,26.0,F,W,M,Morning (4-8am),6,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"600 Block Elmbank ST Pittsburgh, PA 15226",40.39948422,-80.01608926,Brookline,6
252,34.0,M,W,M,Evening (9-12am),22,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"lamar ST & Williams RD Pittsburgh, PA 15212",40.47459370000001,-79.99769601,Northview Heights,1
253,38.0,M,W,M,Early Evening (5-8pm),18,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"General Robinson ST & Art Rooney AV Pittsburgh, PA 15212",40.44659132,-80.01397546,North Shore,1
254,27.0,M,B,F,Late Morning (9am-12pm),10,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"Market PL & Forbes AV Pittsburgh, PA 15222",40.44058363,-80.00218991,Golden Triangle/Civic Arena,2
255,34.0,M,B,F,Early Evening (5-8pm),20,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"600 Block Smithfield ST Pittsburgh, PA 15219",40.44152525,-79.99740551,Golden Triangle/Civic Arena,2
256,24.0,M,W,M,Morning (4-8am),6,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"600 Block Elmbank ST Pittsburgh, PA 15226",40.39948422,-80.01608926,Brookline,6
257,48.0,F,W,M,Morning (4-8am),6,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"600 Block Elmbank ST Pittsburgh, PA 15226",40.39948422,-80.01608926,Brookline,6
258,26.0,F,B,M,Morning (4-8am),7,Thursday,18,August,2016,70s,79.68,Mostly Cloudy,"1800 Block Centre AV Pittsburgh, PA 15219",40.44191944,-79.98289274,Crawford-Roberts,2
